SMILES,Protein,ChEMBL ID,Name,canonical_smiles,Molecular Weight,LogP,HBA,HBD,TPSA,target_chembl_id,binding_affinity,standard_type,standard_value,standard_units,not_measured
NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,Epidermal growth factor receptor,CHEMBL245867,,NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,459.53,4.27,8.0,2.0,95.29,CHEMBL203,6.8,IC50,160.0,nM,0
NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,459.53,4.27,8.0,2.0,95.29,CHEMBL279,0.0,,,,1
NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,Estrogen receptor,CHEMBL44,,NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,459.53,4.27,8.0,2.0,95.29,CHEMBL206,0.0,,,,1
COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,Epidermal growth factor receptor,CHEMBL83838,,COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,440.55,4.88,6.0,2.0,84.18,CHEMBL203,4.75,IC50,18000.0,nM,0
COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,440.55,4.88,6.0,2.0,84.18,CHEMBL279,0.0,,,,1
COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,Estrogen receptor,CHEMBL44,,COC(=O)Cc1c(SSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12,440.55,4.88,6.0,2.0,84.18,CHEMBL206,0.0,,,,1
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL170997,,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,415.53,5.42,6.0,4.0,99.02,CHEMBL203,6.1,IC50,800.0,nM,0
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL170997,,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,415.53,5.42,6.0,4.0,99.02,CHEMBL203,4.6,IC50,25000.0,nM,0
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL170997,,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,415.53,5.42,6.0,4.0,99.02,CHEMBL203,5.16,IC50,7000.0,nM,0
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,415.53,5.42,6.0,4.0,99.02,CHEMBL279,0.0,,,,1
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,Estrogen receptor,CHEMBL44,,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,415.53,5.42,6.0,4.0,99.02,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,Epidermal growth factor receptor,CHEMBL204420,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,458.93,2.78,7.0,2.0,96.61,CHEMBL203,7.52,IC50,30.0,nM,0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,Epidermal growth factor receptor,CHEMBL204420,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,458.93,2.78,7.0,2.0,96.61,CHEMBL203,7.1,IC50,80.0,nM,0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,458.93,2.78,7.0,2.0,96.61,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,458.93,2.78,7.0,2.0,96.61,CHEMBL206,0.0,,,,1
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,Epidermal growth factor receptor,CHEMBL166766,,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,264.33,3.41,4.0,1.0,56.73,CHEMBL203,6.14,IC50,730.0,nM,0
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,264.33,3.41,4.0,1.0,56.73,CHEMBL279,0.0,,,,1
Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,Estrogen receptor,CHEMBL44,,Nc1ncnc2c1c(-c1ccccc1)cn2C1CCC1,264.33,3.41,4.0,1.0,56.73,CHEMBL206,0.0,,,,1
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL355461,,COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,303.31,2.13,6.0,4.0,99.02,CHEMBL203,4.92,IC50,12000.0,nM,0
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,Epidermal growth factor receptor,CHEMBL355461,,COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,303.31,2.13,6.0,4.0,99.02,CHEMBL203,5.52,IC50,3000.0,nM,0
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,303.31,2.13,6.0,4.0,99.02,CHEMBL279,0.0,,,,1
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,Estrogen receptor,CHEMBL44,,COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,303.31,2.13,6.0,4.0,99.02,CHEMBL206,0.0,,,,1
c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,Epidermal growth factor receptor,CHEMBL357097,,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,274.33,3.67,3.0,2.0,53.6,CHEMBL203,6.34,IC50,460.0,nM,0
c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,274.33,3.67,3.0,2.0,53.6,CHEMBL279,0.0,,,,1
c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,Estrogen receptor,CHEMBL44,,c1ccc(CNc2[nH]cnc3c4ccccc4nc2-3)cc1,274.33,3.67,3.0,2.0,53.6,CHEMBL206,0.0,,,,1
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,Epidermal growth factor receptor,CHEMBL225720,,CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,369.86,4.18,6.0,2.0,77.8,CHEMBL203,7.43,IC50,37.0,nM,0
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,369.86,4.18,6.0,2.0,77.8,CHEMBL279,0.0,,,,1
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,Estrogen receptor,CHEMBL44,,CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,369.86,4.18,6.0,2.0,77.8,CHEMBL206,0.0,,,,1
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,Epidermal growth factor receptor,CHEMBL331026,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.43,2.96,6.0,3.0,125.02,CHEMBL203,4.12,IC50,75000.0,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,Epidermal growth factor receptor,CHEMBL331026,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.43,2.96,6.0,3.0,125.02,CHEMBL203,4.46,IC50,35000.0,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,Epidermal growth factor receptor,CHEMBL331026,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.43,2.96,6.0,3.0,125.02,CHEMBL203,4.84,IC50,14454.4,nM,0
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.43,2.96,6.0,3.0,125.02,CHEMBL279,0.0,,,,1
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,Estrogen receptor,CHEMBL44,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,380.43,2.96,6.0,3.0,125.02,CHEMBL206,0.0,,,,1
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,Epidermal growth factor receptor,CHEMBL255656,,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,407.87,3.83,8.0,2.0,103.24,CHEMBL203,7.64,IC50,23.0,nM,0
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,407.87,3.83,8.0,2.0,103.24,CHEMBL279,0.0,,,,1
CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,Estrogen receptor,CHEMBL44,,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(Cl)c2)c1,407.87,3.83,8.0,2.0,103.24,CHEMBL206,0.0,,,,1
COc1ccc2ncncc2c1,Epidermal growth factor receptor,CHEMBL52472,,COc1ccc2ncncc2c1,160.18,1.64,3.0,0.0,35.01,CHEMBL203,7.52,IC50,30.0,nM,0
COc1ccc2ncncc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1ccc2ncncc2c1,160.18,1.64,3.0,0.0,35.01,CHEMBL279,0.0,,,,1
COc1ccc2ncncc2c1,Estrogen receptor,CHEMBL44,,COc1ccc2ncncc2c1,160.18,1.64,3.0,0.0,35.01,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,Epidermal growth factor receptor,CHEMBL135902,,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,332.81,4.45,5.0,0.0,44.24,CHEMBL203,8.0,IC50,10.0,nM,0
COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,332.81,4.45,5.0,0.0,44.24,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Sc3cccc(Cl)c3)c2cc1OC,332.81,4.45,5.0,0.0,44.24,CHEMBL206,0.0,,,,1
O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,Epidermal growth factor receptor,CHEMBL393787,,O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,486.56,2.78,9.0,3.0,95.54,CHEMBL203,6.7,IC50,200.0,nM,0
O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,486.56,2.78,9.0,3.0,95.54,CHEMBL279,0.0,,,,1
O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,Estrogen receptor,CHEMBL44,,O[C@@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,486.56,2.78,9.0,3.0,95.54,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,Epidermal growth factor receptor,CHEMBL299893,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,480.92,2.2,9.0,4.0,120.2,CHEMBL203,8.3,IC50,5.0,nM,0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,480.92,2.2,9.0,4.0,120.2,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,480.92,2.2,9.0,4.0,120.2,CHEMBL206,0.0,,,,1
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Epidermal growth factor receptor,CHEMBL336264,,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,391.25,3.45,6.0,1.0,84.84,CHEMBL203,9.37,IC50,0.43,nM,0
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,391.25,3.45,6.0,1.0,84.84,CHEMBL279,0.0,,,,1
C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Estrogen receptor,CHEMBL44,,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,391.25,3.45,6.0,1.0,84.84,CHEMBL206,0.0,,,,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,Epidermal growth factor receptor,CHEMBL321193,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,413.26,4.75,6.0,2.0,80.04,CHEMBL203,6.82,IC50,150.0,nM,0
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,413.26,4.75,6.0,2.0,80.04,CHEMBL279,0.0,,,,1
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,Estrogen receptor,CHEMBL44,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,413.26,4.75,6.0,2.0,80.04,CHEMBL206,0.0,,,,1
CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,Epidermal growth factor receptor,CHEMBL270713,,CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,387.29,3.5,6.0,2.0,65.97,CHEMBL203,7.34,IC50,45.71,nM,0
CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,387.29,3.5,6.0,2.0,65.97,CHEMBL279,0.0,,,,1
CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,Estrogen receptor,CHEMBL44,,CN(C)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,387.29,3.5,6.0,2.0,65.97,CHEMBL206,0.0,,,,1
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,Epidermal growth factor receptor,CHEMBL56081,,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,293.29,3.19,6.0,1.0,93.84,CHEMBL203,4.0,IC50,100000.0,nM,0
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,293.29,3.19,6.0,1.0,93.84,CHEMBL279,0.0,,,,1
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,Estrogen receptor,CHEMBL44,,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,293.29,3.19,6.0,1.0,93.84,CHEMBL206,0.0,,,,1
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,Epidermal growth factor receptor,CHEMBL57347,,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,545.52,4.97,7.0,3.0,98.31,CHEMBL203,6.82,IC50,150.0,nM,0
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,545.52,4.97,7.0,3.0,98.31,CHEMBL279,0.0,,,,1
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,Estrogen receptor,CHEMBL44,,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,545.52,4.97,7.0,3.0,98.31,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,Epidermal growth factor receptor,CHEMBL214478,,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,459.91,3.5,7.0,2.0,102.6,CHEMBL203,8.0,IC50,10.0,nM,0
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,Epidermal growth factor receptor,CHEMBL214478,,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,459.91,3.5,7.0,2.0,102.6,CHEMBL203,8.05,IC50,9.0,nM,0
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,459.91,3.5,7.0,2.0,102.6,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1,459.91,3.5,7.0,2.0,102.6,CHEMBL206,0.0,,,,1
COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,Epidermal growth factor receptor,CHEMBL414631,,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,451.28,4.13,6.0,2.0,96.27,CHEMBL203,6.48,IC50,330.0,nM,0
COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,451.28,4.13,6.0,2.0,96.27,CHEMBL279,0.0,,,,1
COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,Estrogen receptor,CHEMBL44,,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,451.28,4.13,6.0,2.0,96.27,CHEMBL206,0.0,,,,1
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,Epidermal growth factor receptor,CHEMBL95774,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,509.97,4.87,7.0,2.0,99.51,CHEMBL203,7.1,IC50,80.0,nM,0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,509.97,4.87,7.0,2.0,99.51,CHEMBL279,0.0,,,,1
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,Estrogen receptor,CHEMBL44,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,509.97,4.87,7.0,2.0,99.51,CHEMBL206,0.0,,,,1
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,Epidermal growth factor receptor,CHEMBL195029,,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,553.45,6.04,8.0,1.0,88.87,CHEMBL203,5.57,IC50,2700.0,nM,0
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,553.45,6.04,8.0,1.0,88.87,CHEMBL279,0.0,,,,1
COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,Estrogen receptor,CHEMBL44,,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,553.45,6.04,8.0,1.0,88.87,CHEMBL206,0.0,,,,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,Epidermal growth factor receptor,CHEMBL383246,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,515.03,4.33,7.0,2.0,96.61,CHEMBL203,7.6,IC50,25.0,nM,0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,Epidermal growth factor receptor,CHEMBL383246,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,515.03,4.33,7.0,2.0,96.61,CHEMBL203,7.02,IC50,95.0,nM,0
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,515.03,4.33,7.0,2.0,96.61,CHEMBL279,0.0,,,,1
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,Estrogen receptor,CHEMBL44,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,515.03,4.33,7.0,2.0,96.61,CHEMBL206,0.0,,,,1
O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,Epidermal growth factor receptor,CHEMBL154911,,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,310.42,3.84,2.0,2.0,41.46,CHEMBL203,4.0,IC50,100000.0,nM,0
O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,310.42,3.84,2.0,2.0,41.46,CHEMBL279,0.0,,,,1
O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,Estrogen receptor,CHEMBL44,,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1,310.42,3.84,2.0,2.0,41.46,CHEMBL206,0.0,,,,1
COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,Epidermal growth factor receptor,CHEMBL97162,,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,368.41,3.63,6.0,1.0,73.06,CHEMBL203,7.08,IC50,83.0,nM,0
COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,368.41,3.63,6.0,1.0,73.06,CHEMBL279,0.0,,,,1
COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,Estrogen receptor,CHEMBL44,,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1,368.41,3.63,6.0,1.0,73.06,CHEMBL206,0.0,,,,1
O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,Epidermal growth factor receptor,CHEMBL205059,,O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,452.92,4.38,6.0,2.0,83.04,CHEMBL203,9.05,IC50,0.9,nM,0
O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,Epidermal growth factor receptor,CHEMBL205059,,O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,452.92,4.38,6.0,2.0,83.04,CHEMBL203,8.37,IC50,4.3,nM,0
